timestamp,rssi,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,sub_11,sub_12,sub_13,sub_14,sub_15,sub_16,sub_17,sub_18,sub_19,sub_20,sub_21,sub_22,sub_23,sub_24,sub_25,sub_26,sub_27,sub_28,sub_29,sub_30,sub_31,sub_32,sub_33,sub_34,sub_35,sub_36,sub_37,sub_38,sub_39,sub_40,sub_41,sub_42,sub_43,sub_44,sub_45,sub_46,sub_47,sub_48,sub_49,sub_50,sub_51,sub_52
1779652444.5433946,-53,3.00,20.25,20.25,20.00,20.00,19.85,19.85,19.80,20.52,20.62,21.40,22.20,22.20,23.02,24.41,24.41,25.00,25.61,26.25,25.50,25.46,25.50,25.50,25.61,25.24,25.55,6.71,18.97,18.44,18.11,19.10,19.10,20.10,19.03,19.00,20.00,20.00,20.00,20.00,19.03,19.03,19.03,18.11,18.11,18.25,18.44,18.68,18.68,18.97,19.31,19.70,20.12,19.24
1779652444.5728302,-53,3.00,22.20,22.80,22.02,22.02,21.93,22.63,22.67,22.02,22.80,23.60,24.41,25.24,26.08,26.93,27.46,28.02,28.60,28.60,29.21,29.07,29.00,28.32,28.43,28.02,27.46,7.21,19.92,19.65,20.62,20.40,20.22,21.21,21.10,21.10,21.02,21.02,21.02,21.02,21.02,21.02,20.10,20.22,19.42,19.42,20.62,20.88,20.25,20.62,21.54,21.93,21.47,21.95
1779652444.6081507,-53,3.00,23.43,23.43,24.08,23.35,22.63,23.35,23.43,24.21,24.41,24.70,25.55,26.42,27.29,27.78,28.65,29.15,29.68,29.41,30.00,29.83,29.73,29.00,29.00,29.83,30.00,7.81,21.19,21.19,20.88,20.62,21.59,21.38,21.21,22.20,22.20,22.20,22.20,22.20,21.21,21.21,21.38,21.38,21.59,20.88,21.19,21.54,21.54,21.93,22.36,22.83,22.47,22.47
1779652444.6337256,-53,3.00,23.71,24.19,23.32,23.85,23.02,23.60,24.21,24.08,24.76,26.17,26.91,27.66,27.66,29.07,29.73,31.14,31.11,31.14,31.89,32.02,30.81,31.06,30.89,31.30,30.87,7.62,20.22,21.10,21.10,21.02,21.00,22.02,22.02,22.09,22.09,22.09,22.09,22.09,22.09,21.02,21.02,21.00,21.00,20.10,21.21,21.21,21.38,21.59,21.84,23.09,23.41,22.85
1779652444.6621196,-53,3.00,21.21,21.38,20.40,20.62,20.88,20.25,20.62,21.02,21.47,21.95,22.47,23.32,24.70,25.24,26.08,26.93,26.42,27.29,26.83,27.31,26.57,27.20,26.93,27.46,27.29,6.08,19.65,18.68,18.97,19.31,19.31,19.70,21.02,21.02,21.02,20.59,20.59,20.12,20.12,19.70,19.70,19.31,18.97,18.68,18.44,18.44,19.24,19.10,20.10,20.02,20.00,20.02
1779652444.6930997,-53,3.00,21.38,21.21,22.20,22.20,22.09,22.02,22.00,23.02,23.09,24.19,24.33,25.32,25.50,26.48,27.46,28.28,29.27,29.15,29.07,29.00,29.02,28.07,28.28,28.64,28.86,7.28,18.87,19.42,19.42,19.21,19.85,19.85,20.52,20.52,19.80,19.80,20.52,19.80,19.80,19.10,19.10,19.21,18.60,19.42,18.87,19.72,19.24,19.70,20.62,20.62,21.19,20.88
1779652444.7239318,-53,3.00,22.67,22.02,22.80,22.20,21.63,22.47,22.83,22.36,23.26,24.17,24.70,25.63,26.25,26.57,27.51,27.86,29.15,29.55,29.07,28.65,28.30,29.41,29.21,29.07,29.00,7.81,19.24,19.70,18.79,19.70,20.62,20.25,20.88,20.88,21.59,20.62,20.62,20.62,20.62,19.92,19.92,20.25,19.70,19.70,19.24,19.72,20.25,20.81,21.40,22.02,21.26,21.93
1779652444.7613592,-53,3.00,24.70,24.70,24.19,24.60,24.17,24.70,25.30,25.00,25.96,26.68,26.48,27.46,28.28,29.27,30.41,31.58,31.78,32.02,32.28,32.57,31.95,31.78,32.20,32.25,31.91,8.60,22.20,22.47,21.95,21.95,22.36,23.26,23.26,22.85,23.77,22.85,23.77,22.85,22.85,22.36,22.36,22.36,21.95,21.63,22.20,22.02,22.67,22.63,23.35,24.08,23.43,24.21
1779652444.7841556,-53,3.00,22.80,22.56,22.56,22.36,22.20,22.20,22.09,23.02,23.00,24.02,25.08,25.18,25.18,26.17,27.17,28.07,28.07,29.02,29.00,29.02,29.15,28.28,28.44,28.86,28.16,7.62,20.81,20.62,20.62,21.26,21.26,21.21,21.93,21.93,21.93,22.67,22.02,21.26,21.93,21.21,21.21,20.52,20.52,20.62,20.81,20.81,21.10,21.95,21.47,21.93,21.93,21.54
1779652444.8144758,-53,3.00,20.62,20.25,20.25,19.92,19.92,20.62,21.38,21.21,22.09,22.02,23.02,23.02,24.00,25.00,26.00,26.02,27.07,27.07,27.17,26.31,26.68,25.96,26.25,25.63,26.40,6.71,16.97,16.97,17.69,17.80,17.80,17.80,18.60,18.03,18.87,18.87,18.03,18.03,18.03,18.60,17.80,17.80,17.69,18.38,17.69,18.44,17.80,18.60,19.42,19.72,19.72,20.12
1779652444.8432474,-53,3.00,20.40,20.40,19.65,19.65,19.92,20.25,20.62,20.62,20.59,20.59,21.95,22.47,23.85,23.85,24.70,25.55,25.55,25.94,26.40,26.00,26.57,26.25,25.96,26.48,26.31,7.00,17.26,17.46,18.44,18.44,18.44,18.97,18.38,19.31,19.31,19.70,19.70,18.38,18.97,18.03,17.09,17.09,17.72,18.44,18.44,18.25,18.11,18.03,19.00,20.00,19.03,19.10
1779652444.8719318,-53,3.00,21.10,21.10,21.21,21.38,20.62,20.88,21.19,21.54,21.93,22.36,23.71,23.71,25.06,25.06,26.42,27.29,27.73,27.73,28.23,27.86,28.46,27.89,27.46,27.29,27.07,7.07,19.31,19.31,18.79,18.79,19.24,19.72,19.72,19.72,19.72,20.25,19.42,19.42,19.42,19.72,19.24,17.89,17.89,18.38,18.97,18.68,18.44,19.24,19.24,20.10,20.02,20.02
1779652444.9060905,-53,3.00,23.26,22.85,22.47,22.47,21.84,22.56,22.36,22.36,23.19,23.09,24.08,25.02,26.02,27.02,28.02,28.07,29.07,29.15,29.27,29.43,28.86,28.16,28.46,28.23,29.07,8.06,20.52,21.21,20.52,21.26,21.26,21.40,22.20,22.20,21.63,21.63,21.63,21.63,21.63,21.40,21.40,20.62,20.62,20.52,21.21,20.52,20.62,21.40,22.20,21.63,21.95,22.83
1779652444.934122,-53,3.00,22.02,22.02,22.00,22.00,22.02,22.09,22.20,22.36,22.56,22.80,24.04,25.30,25.30,26.25,27.20,28.16,27.89,28.64,28.44,28.28,28.07,28.02,28.02,28.07,27.29,6.08,18.38,18.38,18.79,18.79,19.24,18.87,19.42,19.42,20.00,20.00,20.00,20.00,20.25,19.72,18.87,18.87,19.24,18.79,19.31,19.31,19.92,19.92,20.62,21.38,21.21,21.21
1779652444.965254,-53,3.00,20.59,20.25,20.25,19.42,20.00,20.62,19.85,20.52,20.52,21.26,22.02,22.80,23.43,24.21,25.00,25.61,26.25,26.25,26.17,26.17,26.25,26.40,26.63,25.55,25.94,6.71,17.12,17.03,18.00,18.00,18.00,18.03,18.03,18.03,18.03,19.03,19.10,19.10,18.03,18.03,18.00,18.03,18.03,18.11,18.25,18.44,18.44,18.68,18.68,20.25,19.70,19.70
1779652444.994537,-53,3.00,21.54,21.19,21.19,20.88,20.62,21.38,21.38,22.20,22.09,23.02,24.00,24.00,25.00,26.00,27.02,28.02,28.07,28.16,28.28,28.64,28.16,28.46,27.86,28.23,28.64,7.21,17.69,16.97,17.69,18.44,17.80,18.60,18.60,18.60,19.42,19.42,19.42,19.42,18.60,17.80,17.80,18.44,18.38,17.69,18.44,18.44,18.60,19.42,20.25,20.59,20.12,20.12
1779652445.0234053,-53,3.00,20.62,20.40,20.40,20.22,20.10,20.02,21.02,22.00,22.02,22.09,23.19,24.33,25.32,26.31,26.31,27.17,27.17,28.07,28.00,28.02,28.07,27.17,27.29,27.66,28.16,6.32,16.97,17.03,17.03,17.03,17.80,18.03,18.03,18.03,18.03,18.03,18.03,17.20,17.80,17.03,17.03,17.03,16.97,17.03,17.03,17.20,18.03,18.36,18.36,18.79,19.31,19.31
1779652445.0563567,-54,3.00,19.85,19.85,20.62,20.00,20.25,20.25,20.59,21.02,20.62,21.54,22.47,23.41,24.04,25.30,26.25,26.57,27.86,27.31,27.73,28.18,27.78,27.46,27.20,27.02,26.91,7.07,18.44,18.44,18.44,17.26,17.12,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.11,18.25,17.26,17.46,16.76,17.09,17.46,16.55,17.00,17.49,18.03,18.60,19.21,18.44
1779652445.08515,-54,3.00,22.36,22.56,22.56,22.80,23.09,22.47,22.85,23.26,23.71,24.70,26.08,26.63,27.46,28.84,29.68,30.53,30.02,30.41,31.78,31.38,31.95,31.62,31.32,31.78,31.40,8.06,20.25,20.62,21.02,21.02,20.59,20.59,21.10,20.25,21.10,21.10,21.10,20.59,20.12,20.12,19.70,19.70,19.31,18.97,19.65,19.42,19.24,20.10,21.02,21.00,21.02,21.10
1779652445.1152742,-54,3.00,22.20,22.09,22.09,22.02,22.00,22.09,23.19,23.19,23.54,24.74,25.00,26.25,27.20,28.16,29.12,30.08,31.05,30.81,31.58,31.40,31.14,31.06,31.00,31.06,31.26,8.06,20.52,21.21,20.52,20.52,21.26,20.62,21.40,20.81,20.81,20.81,20.00,20.62,19.85,19.10,19.10,19.10,19.10,19.21,19.42,18.87,19.24,20.12,19.70,20.25,20.88,20.62
1779652445.1437056,-54,3.00,20.62,20.62,21.26,20.52,21.21,21.26,21.40,22.20,23.02,24.19,24.19,25.06,26.83,28.18,29.07,30.02,30.53,30.53,30.81,30.61,30.48,30.41,30.41,29.83,30.00,7.81,20.10,20.02,20.00,20.00,20.02,20.10,20.10,20.10,20.22,20.22,19.24,19.10,19.10,19.03,18.03,18.00,18.03,18.11,18.25,18.44,18.68,18.97,19.31,19.70,20.12,19.72
1779652445.173416,-54,3.00,19.31,19.92,20.62,20.62,20.40,21.10,22.02,22.00,23.00,24.02,24.02,24.08,26.17,27.17,28.16,29.07,30.07,30.02,30.00,30.07,30.15,30.41,29.83,30.36,29.73,7.28,19.42,19.42,19.72,19.72,20.59,20.12,20.62,20.62,19.70,19.70,19.31,19.31,18.79,17.89,18.36,17.49,18.03,17.80,17.69,18.38,17.69,17.80,19.21,19.42,18.87,19.72
1779652445.2024393,-54,3.00,20.25,19.92,20.88,20.62,21.21,21.10,21.02,22.02,22.00,23.02,24.08,25.08,26.17,27.17,28.16,27.07,28.07,30.02,31.02,33.14,32.25,32.56,33.73,30.59,28.86,7.28,20.00,20.00,20.25,19.72,20.59,20.59,21.02,21.02,21.02,21.02,20.62,20.62,20.12,19.24,18.36,18.87,18.03,17.80,18.44,18.38,18.44,18.44,19.21,19.42,19.72,20.59
1779652445.2331042,-53,3.00,20.22,20.10,20.10,20.02,20.00,21.02,21.10,22.20,22.36,23.54,23.54,24.74,25.71,26.93,27.89,28.64,28.64,29.43,29.27,29.15,29.02,29.00,28.07,28.16,28.28,7.07,18.60,19.21,18.44,18.38,19.10,19.10,19.85,19.85,19.21,19.21,19.21,19.21,18.44,17.69,17.69,17.69,17.03,17.80,17.20,17.49,17.49,17.89,18.79,19.31,18.97,19.65
1779652445.2616405,-53,3.00,17.46,17.72,17.72,18.03,18.03,18.38,18.79,19.24,20.25,20.81,20.81,22.20,22.20,23.60,24.41,25.24,26.08,25.55,25.94,25.50,26.00,25.63,25.30,24.74,25.50,6.08,15.52,14.87,15.23,15.23,16.55,17.00,17.00,16.12,16.64,16.12,16.12,16.12,15.65,15.65,15.23,15.23,14.87,15.52,15.30,15.30,16.12,16.12,17.03,17.00,17.03,17.12
1779652445.2944531,-53,3.00,22.00,22.02,22.02,21.10,21.21,21.38,22.56,22.80,23.09,23.41,24.70,26.00,26.00,26.93,27.86,28.79,29.41,29.12,29.83,29.61,29.43,29.15,29.07,29.00,29.07,8.06,18.79,18.79,19.24,19.24,19.72,20.25,20.00,20.00,20.00,20.00,20.00,20.00,19.42,18.87,18.87,18.87,19.24,18.79,18.38,18.97,18.97,19.65,19.42,20.22,20.10,20.02
1779652445.3242185,-53,3.00,22.20,22.80,22.02,22.67,21.93,22.63,22.67,23.43,24.21,24.41,25.24,26.08,26.93,27.78,28.30,29.68,30.23,30.81,30.61,30.48,30.41,30.41,29.83,30.00,30.23,8.06,19.24,19.10,19.10,19.03,20.02,20.00,21.02,21.02,20.02,20.02,20.02,20.02,20.00,20.00,19.03,19.03,19.10,19.24,19.42,18.68,18.97,20.25,20.62,21.02,21.47,20.59
1779652445.357013,-53,3.00,20.59,20.12,20.12,20.62,20.25,19.92,20.88,21.59,21.38,22.36,23.19,24.19,24.19,25.18,26.31,27.29,27.46,27.66,27.89,28.16,27.51,26.93,27.31,27.29,26.93,7.21,18.03,17.49,18.36,17.49,17.00,17.89,18.79,18.38,18.38,18.79,18.38,17.46,17.89,17.89,17.00,17.00,17.49,17.20,16.40,17.03,17.69,17.69,18.44,19.21,18.60,18.60
1779652445.383587,-53,3.00,24.08,24.84,24.84,25.00,25.00,25.24,25.55,25.06,26.40,27.31,28.23,29.15,30.08,31.02,32.31,32.70,33.54,34.00,33.62,34.13,33.02,33.42,33.30,33.24,32.56,8.49,20.25,20.25,20.88,20.88,21.59,21.38,21.38,21.21,21.21,21.21,21.21,21.21,21.38,20.40,20.62,19.65,19.92,20.25,20.62,21.02,21.47,21.10,21.63,22.20,22.80,22.67
1779652445.4118872,-53,3.00,18.79,19.24,19.72,19.72,19.42,19.42,20.00,19.85,21.21,21.21,21.93,22.67,24.08,24.84,25.50,26.17,26.87,27.59,27.66,27.02,26.63,26.08,26.42,26.83,26.40,6.32,16.12,16.12,16.28,16.49,16.49,17.46,17.72,17.72,17.72,17.72,17.72,17.72,16.49,16.49,16.28,16.28,16.12,16.03,16.00,16.03,16.12,17.26,17.46,17.46,17.72,18.03
1779652445.4442277,-53,3.00,23.09,23.09,23.09,23.77,23.54,23.35,24.19,24.08,25.02,26.02,26.00,27.02,28.02,29.02,30.02,31.00,32.02,32.06,32.14,32.39,31.58,30.81,31.32,31.02,31.38,8.94,19.10,19.85,19.85,20.00,20.00,20.25,20.25,21.10,20.25,20.25,21.10,20.25,20.00,20.00,19.21,19.21,19.85,19.80,19.85,20.62,20.00,20.25,21.10,21.47,21.47,21.02
1779652445.4717388,-52,3.00,18.00,18.03,18.11,18.11,18.25,18.44,18.44,18.68,18.97,19.31,20.62,21.02,21.93,22.85,23.77,23.77,24.70,24.35,24.04,24.74,24.52,24.33,24.19,24.02,24.00,6.00,13.89,13.60,13.60,15.00,15.00,14.87,14.87,15.56,15.56,15.56,15.56,14.87,14.87,14.21,14.42,13.89,13.89,13.89,14.32,14.87,14.87,15.52,15.52,16.28,16.12,16.12
1779652445.5014865,-52,3.00,19.21,20.00,19.42,20.25,19.72,20.12,20.62,20.62,21.19,22.14,22.80,23.77,23.77,24.74,25.96,27.20,27.51,27.86,28.23,27.73,27.29,26.93,26.63,26.40,27.02,6.40,16.16,16.76,15.52,16.49,16.49,17.26,17.26,17.26,17.26,17.26,17.26,17.26,16.49,16.49,16.49,16.76,16.16,16.55,15.65,16.12,16.64,17.20,17.80,18.44,18.38,19.10
1779652445.5336106,-53,3.00,19.70,19.70,20.25,19.92,19.65,20.40,20.40,21.21,22.09,22.09,23.02,23.02,24.00,25.00,26.02,27.00,27.02,27.07,28.16,28.44,27.66,26.93,27.20,27.51,27.31,6.71,16.64,17.49,17.00,17.00,17.00,17.89,18.38,18.38,17.46,17.46,17.46,17.46,17.89,17.00,17.49,17.49,17.20,17.20,17.03,16.97,17.69,17.69,17.80,18.60,18.87,18.87
1779652445.5629165,-52,3.00,21.21,21.38,21.59,21.59,20.88,22.14,22.47,22.85,23.26,23.71,23.71,25.06,25.55,26.42,27.29,28.18,28.64,28.64,29.15,28.46,28.16,27.66,27.46,28.28,28.16,7.07,18.03,18.03,17.46,17.09,18.38,18.79,19.24,17.89,19.24,18.36,17.89,17.89,17.89,17.89,17.46,17.09,16.76,17.46,17.46,17.26,18.25,19.10,19.03,20.00,20.02,20.02
1779652445.5911977,-52,3.00,19.92,19.65,19.65,20.40,20.22,20.10,21.02,21.00,22.00,22.02,23.02,23.09,24.08,25.18,26.08,27.07,28.02,28.00,28.02,28.07,27.17,27.46,26.93,27.20,26.93,6.32,16.40,16.40,15.62,16.40,16.64,17.00,18.36,17.49,16.64,17.00,17.00,17.49,16.64,16.64,16.40,16.40,16.28,15.56,16.28,17.03,17.20,17.49,17.49,18.36,18.79,18.79
1779652445.6240914,-53,3.00,22.36,22.56,22.80,23.09,23.09,23.41,23.77,23.71,24.19,24.70,26.08,26.63,28.02,29.41,29.41,30.23,30.53,31.38,31.76,31.30,31.38,31.02,31.62,31.05,30.81,8.06,19.31,19.31,19.70,19.70,20.12,20.59,20.59,20.59,20.59,20.59,20.59,20.59,20.12,20.62,19.70,19.31,19.31,19.92,19.65,20.40,20.22,20.10,21.02,22.00,22.09,21.10
1779652445.653684,-52,3.00,24.02,24.02,23.09,23.09,23.19,23.54,23.77,24.04,25.30,25.63,26.93,27.31,28.23,29.15,30.46,31.02,31.02,31.62,32.02,31.78,31.58,31.26,31.14,32.02,32.02,8.06,19.24,19.24,19.72,19.72,20.25,20.81,20.81,20.00,20.00,20.81,20.81,20.81,20.25,20.25,19.72,19.72,19.24,19.70,20.25,19.92,19.92,20.62,21.38,22.20,22.09,22.02
1779652445.6832473,-52,3.00,20.00,20.02,20.02,20.10,20.22,20.40,20.62,20.88,22.14,22.47,22.47,23.77,25.08,25.08,26.00,26.57,27.51,27.20,27.89,27.66,27.46,27.17,27.07,27.00,27.07,6.00,16.12,16.12,16.64,16.64,17.20,17.20,17.03,17.03,17.03,17.03,17.03,17.03,17.03,17.20,16.64,16.64,16.12,16.55,16.16,17.09,16.76,17.72,17.46,18.44,18.25,19.10
1779652445.715365,-52,3.00,20.62,19.85,20.52,20.52,20.52,21.26,20.62,21.40,21.40,22.20,23.02,24.41,24.70,25.55,25.55,26.93,27.20,26.40,25.81,27.02,27.59,27.66,26.25,26.40,25.00,5.83,22.14,18.68,18.03,18.03,18.68,18.25,17.12,18.03,19.03,19.03,18.03,18.03,18.03,18.11,18.11,17.26,17.46,17.46,17.72,18.03,17.46,17.89,17.89,19.24,18.87,18.87
1779652445.7461147,-52,3.00,21.00,21.02,21.02,21.10,21.10,21.21,21.38,21.59,22.80,23.09,23.41,24.35,25.63,26.93,26.93,27.51,28.46,28.16,28.86,28.44,28.28,28.16,28.02,28.02,28.07,7.07,17.00,18.36,18.03,18.03,17.20,18.60,19.21,19.21,19.21,19.21,18.44,18.44,18.60,18.03,18.03,17.49,17.49,17.89,17.46,18.03,18.03,18.68,18.44,19.42,20.22,20.10
1779652445.7733667,-52,3.00,20.62,20.62,20.25,21.19,20.88,20.62,21.38,22.20,22.20,23.09,24.08,25.02,25.02,26.02,27.07,28.16,28.16,29.27,29.43,28.64,28.16,28.46,27.86,27.73,28.18,6.71,14.87,15.00,15.81,16.64,16.64,17.49,17.49,17.49,17.00,17.00,17.00,17.00,17.49,17.49,16.64,17.20,16.40,17.03,16.97,16.97,17.03,17.80,18.60,18.87,18.87,19.24
1779652445.8048122,-52,3.00,19.92,19.92,19.92,20.25,19.70,21.02,21.47,21.95,22.47,23.02,23.60,23.60,25.00,26.40,26.40,27.20,27.46,28.30,28.65,28.18,28.23,27.86,27.20,26.93,27.46,6.32,16.49,16.49,15.81,15.81,16.16,17.46,17.46,17.46,17.46,17.46,17.00,16.55,16.16,16.16,15.81,15.81,16.49,16.28,16.12,17.03,17.03,18.00,18.03,18.03,19.10,18.25
1779652445.8341987,-53,3.00,22.20,22.47,22.47,22.83,22.83,23.26,23.77,24.35,25.00,25.96,25.96,26.93,27.89,28.86,30.08,30.36,31.32,30.68,31.38,31.78,31.30,31.38,31.06,30.00,30.61,7.81,17.89,17.89,18.38,18.38,18.97,18.97,18.97,18.97,19.92,19.92,18.97,18.97,18.97,18.38,18.38,18.38,17.89,18.36,18.87,18.60,19.21,19.85,20.52,21.21,21.26,21.26
1779652445.8652937,-53,3.00,20.40,20.62,20.88,20.88,20.25,20.62,21.02,22.36,22.83,23.32,23.85,24.41,25.81,26.63,27.46,27.46,28.30,28.65,29.07,28.64,28.23,27.86,28.46,27.89,28.64,7.28,17.72,16.76,17.09,17.46,17.46,17.89,17.89,17.89,18.36,18.36,17.89,17.89,17.46,17.46,17.09,17.09,17.72,17.46,17.26,17.26,18.11,18.03,19.00,19.03,19.10,20.10
1779652445.8930442,-53,3.00,21.19,21.54,21.93,21.93,22.36,22.83,22.47,23.02,23.60,24.21,24.84,26.25,26.91,28.32,29.07,29.83,30.61,30.81,31.06,30.53,30.89,29.97,30.08,29.73,30.08,7.28,17.46,18.44,18.44,18.68,18.97,18.97,19.31,19.31,19.31,19.31,19.31,19.31,18.97,18.68,17.72,17.46,17.46,18.11,18.03,19.03,19.00,19.03,20.10,20.22,20.40,20.62
1779652445.9242866,-53,3.00,23.02,23.09,23.19,23.19,23.35,22.80,23.09,24.04,24.35,24.70,26.00,27.31,27.73,28.64,29.55,30.46,30.46,31.02,31.62,31.32,31.78,31.58,31.26,31.06,31.00,8.00,19.70,20.12,19.72,19.72,20.25,20.25,20.81,20.81,20.81,20.81,20.81,20.81,20.25,20.25,19.72,19.72,19.24,19.70,19.31,19.92,19.65,20.40,21.38,21.21,22.09,21.02
1779652445.9523513,-53,3.00,21.93,21.93,22.47,22.47,22.14,22.80,23.54,23.35,24.19,25.08,26.08,27.02,28.02,29.07,29.07,30.15,31.26,31.40,31.58,30.81,31.32,30.68,30.08,30.87,31.30,7.62,17.80,18.60,19.42,18.87,18.87,19.72,19.24,19.24,20.12,20.12,19.24,19.24,19.24,19.24,18.87,18.03,18.60,19.21,19.10,19.10,19.10,19.85,20.00,20.81,21.10,20.59
1779652445.9867556,-53,3.00,23.09,23.41,23.41,22.85,22.85,23.26,23.32,23.85,24.41,26.40,26.40,27.02,27.66,29.07,29.83,30.61,31.40,31.62,31.91,31.38,31.76,30.87,31.38,30.68,31.32,8.25,19.24,19.42,19.65,19.65,19.92,19.92,21.19,20.62,20.62,20.62,20.62,20.25,20.25,19.92,19.92,19.65,19.42,19.24,19.10,19.10,19.03,20.02,21.02,21.21,21.38,21.59
1779652446.0131428,-53,3.00,21.38,21.59,21.84,20.88,21.19,21.54,21.93,22.36,23.32,23.85,24.41,24.41,25.81,27.20,28.02,28.84,29.15,29.53,29.97,30.46,29.73,29.41,29.12,29.61,30.41,7.07,18.68,18.97,18.38,18.38,18.38,19.70,20.12,20.12,20.12,19.24,20.12,20.12,19.70,18.79,18.38,19.31,18.97,18.68,18.44,18.25,18.25,19.10,20.02,20.02,20.10,20.10
1779652446.0429952,-52,3.00,19.72,19.72,20.25,19.42,20.00,19.85,20.52,21.21,21.93,22.67,23.43,24.21,25.00,25.00,25.61,27.02,28.32,28.32,28.28,28.28,27.66,27.80,27.46,26.93,27.78,7.21,16.00,16.00,17.00,17.03,17.12,17.12,17.26,17.26,17.26,17.26,17.26,17.26,17.12,17.12,17.03,16.03,16.00,16.00,17.12,17.12,17.26,17.46,17.72,18.97,19.31,18.79
1779652446.0736706,-52,3.00,20.22,20.40,20.62,20.88,20.88,20.25,20.62,21.02,21.47,22.83,23.32,23.32,24.70,26.08,26.08,26.93,27.29,28.18,28.64,28.23,27.86,28.16,27.89,28.44,28.28,7.00,17.72,17.09,18.03,18.38,17.46,17.89,18.36,18.36,19.24,19.24,19.24,18.79,17.89,17.89,17.46,17.46,18.03,17.72,18.44,18.25,18.11,18.11,19.03,20.00,19.03,19.10
1779652446.1053138,-53,3.00,23.19,23.19,23.09,23.02,23.00,23.02,23.09,23.19,24.33,24.52,25.50,26.68,26.93,27.89,29.83,29.83,30.59,30.41,31.26,31.14,31.02,31.00,31.06,31.26,31.40,8.25,20.00,20.00,19.21,19.85,19.85,20.52,21.21,20.52,20.52,20.52,20.52,20.52,20.52,19.85,19.85,19.85,20.00,19.42,19.72,19.24,20.12,20.62,20.62,21.19,21.84,21.59
1779652446.1340194,-52,3.00,20.25,20.62,21.02,21.02,20.59,20.59,21.10,21.63,22.80,23.43,24.08,24.76,24.76,26.17,26.91,27.66,28.43,28.60,29.41,28.30,28.65,28.18,28.64,28.23,28.46,7.62,18.03,18.11,17.26,17.26,18.44,18.44,18.68,18.68,18.97,18.97,18.68,18.68,18.68,18.44,17.46,17.26,18.11,18.03,18.03,18.00,18.03,18.11,19.10,19.42,19.65,19.65
1779652446.1651242,-52,3.00,23.35,22.67,23.43,22.80,23.02,23.32,24.19,23.71,24.60,25.08,26.00,26.93,27.51,28.79,29.73,31.02,31.38,31.78,32.20,31.76,31.38,31.06,31.40,31.24,31.83,8.49,20.88,20.88,20.62,20.62,20.40,21.38,21.21,21.21,21.21,21.21,21.10,21.21,21.21,20.40,20.62,20.62,19.92,20.25,19.70,20.12,20.59,21.10,21.63,21.63,22.20,22.02
1779652446.1958091,-53,3.00,22.80,22.80,22.56,22.36,22.20,23.09,23.02,24.00,25.02,25.08,26.17,27.17,28.16,29.27,30.27,30.15,31.06,31.02,32.00,32.02,31.14,31.26,30.41,30.81,31.05,8.25,19.10,19.10,19.10,19.85,19.85,20.00,20.00,20.00,20.81,20.81,20.81,20.00,20.00,19.21,19.85,19.10,19.10,19.10,19.21,19.21,19.42,20.25,20.59,21.02,21.54,21.19
1779652446.2273884,-53,3.00,25.06,25.55,24.70,25.24,25.00,25.61,25.50,26.17,26.87,27.66,29.07,29.83,30.61,30.61,32.02,32.02,30.61,33.30,33.94,30.48,32.02,37.01,38.60,38.28,38.08,10.30,22.00,22.00,22.02,22.09,22.20,23.19,23.35,23.35,23.35,23.54,23.54,23.54,23.35,22.20,22.09,22.09,22.00,22.02,22.09,22.20,22.36,22.56,23.54,24.04,24.35,24.70
1779652446.253755,-53,3.00,22.47,23.02,23.02,22.20,22.02,22.67,23.35,23.35,24.84,25.00,25.81,26.40,27.20,28.02,29.41,30.00,30.61,31.24,31.14,31.11,31.14,31.24,30.81,31.06,31.38,8.06,20.22,20.10,20.02,20.02,20.00,21.02,21.02,21.10,21.10,21.10,21.10,21.10,21.02,20.02,20.00,20.00,20.02,19.10,19.24,19.42,19.65,20.88,21.19,21.54,21.02,21.02
1779652446.284076,-53,3.00,19.24,19.70,19.70,19.31,19.31,19.92,20.62,20.40,21.21,22.20,22.09,23.09,24.02,25.02,26.02,26.08,26.17,27.17,27.29,27.66,27.89,27.20,26.93,26.40,26.83,6.71,18.44,18.60,17.49,17.49,18.36,18.36,18.36,18.79,18.79,18.79,18.38,18.38,17.89,17.89,17.49,17.49,17.20,17.20,17.80,17.03,17.69,17.69,18.44,18.44,18.60,19.42
1779652446.3125322,-53,3.00,21.02,21.00,21.02,21.02,21.10,21.21,21.38,21.59,22.14,23.41,23.77,25.08,25.08,27.31,28.23,28.23,28.79,29.41,29.12,29.83,29.61,29.27,29.15,29.02,29.00,7.00,19.24,18.87,19.42,19.42,20.00,19.85,19.85,20.52,20.52,20.52,20.52,19.85,19.85,19.21,19.21,18.60,18.03,18.36,18.36,18.79,18.38,18.97,19.92,19.65,20.40,20.22
1779652446.3454592,-53,3.00,22.80,23.09,23.09,22.47,22.85,23.26,23.71,23.32,24.41,25.00,25.61,26.25,27.66,29.07,29.83,30.61,31.40,31.62,31.91,31.76,31.30,31.78,31.02,31.62,32.02,7.07,21.10,21.21,21.38,21.59,21.84,23.09,23.09,23.41,23.41,22.47,22.47,22.47,22.14,22.14,20.88,21.84,21.59,21.38,21.21,21.10,21.02,21.00,22.02,22.09,22.20,22.36
